run_id,process,N,trials,H0,trial,H_hat,sigma2_hat,K,L,sigma
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,1,0.044725460145147486,8.36917742444896,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,2,0.05305557937280891,15.936334415289066,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,3,0.2522271834801803,23.488230965995253,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,4,0.09076484020870641,9.59142713190622,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,5,0.05710788995439081,5.092673710425722,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,6,0.09581675433966647,10.297262467397234,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,7,0.0674684395134057,4.851387908096069,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,8,0.18086995873983963,13.511896573345357,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,9,0.04175227482257479,3.625108752271459,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,10,0.14787035856132658,7.7521904870125615,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,11,0.04424454669484095,10.391741723551704,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,12,0.15170351617965463,10.903060098968812,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,13,0.049443335830420015,4.637501340961987,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,14,0.06175413282860722,10.087842601035037,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,15,0.08760710570414401,11.633538288958421,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,16,0.2734150774376077,24.332700399648576,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,17,0.08293628927198426,9.583826149805384,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,18,0.0013714267941943908,6.064052377481124,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,19,0.26189833871143703,20.18986444922144,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,20,0.07102360017365443,7.149231388243308,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,21,0.07907972685778376,4.867812285369007,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,22,0.04203951994588097,5.192452623027485,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,23,0.1336545127649107,11.919177773888496,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,24,0.1459310195478165,29.148067906894642,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,25,0.19430579379050192,12.480557344458328,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,26,0.10873607340233246,11.958245655850153,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,27,0.11470509653279791,12.407296299229277,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,28,0.017671783295900714,6.512883096031271,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,29,0.15038288034426667,7.2128531004242165,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,30,6.960849064827165e-06,5.807129250707406,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,31,0.1903969742520511,20.95926977590275,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,32,0.10923686788637052,14.126311856491307,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,33,0.1132254934899817,11.448171432732565,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,34,0.0230415612966219,3.63495349987002,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,35,0.1322096855377168,8.004967722123444,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,36,0.18056814326019646,12.058855239119378,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,37,0.24254734301158912,21.41492896972888,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,38,0.11058190321624864,17.45699789658246,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,39,0.13515996171822484,25.05756805533555,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,40,0.08668932721139817,14.041804031505638,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,41,0.2357104375784407,52.524279139589154,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,42,0.16394510323912675,26.396741801093256,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,43,0.24281429309461922,30.44163071762747,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,44,0.02297928313605068,10.476981251770415,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,45,0.40243947896498605,123.82483994817242,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,46,0.09836966570395872,9.63492879466785,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,47,0.02609344133527849,9.971376322372548,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,48,6.960849064827165e-06,4.750897239163063,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,49,0.148821444214262,33.11171966145448,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,50,0.18613175113139108,24.374746869844856,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,51,0.03713345926860692,5.312613672011492,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,52,0.2125003379550713,13.826422655643047,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,53,0.09240597109621788,16.581984126237302,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,54,0.11310433159802967,10.462775122757025,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,55,0.02003703395551048,9.516759348899576,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,56,0.11395740197407501,8.221953671487302,1,5,2
20260217_014102,DpwSubFbmSimulator,4096,200,0.1,57,0.055392819092074275,4.312772635300317,1,5,2
