run_id,process,N,trials,H0,trial,H_hat,sigma2_hat,K,L,sigma
20260218_195524,DpwFbmSimulator,4096,200,0.1,1,0.0712127145668993,10.511281240188923,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,2,0.06367134783756538,5.079705690758895,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,3,0.10820263560191908,4.898867400194014,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,4,0.19641816180067034,11.378306948167577,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,5,0.020568777598861623,3.5686687468829135,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,6,6.63806907743693e-06,5.555338882583301,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,7,0.143971365264685,11.397328398671485,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,8,0.4164277367093675,215.65877175703042,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,9,0.12043815372461139,5.456164920492346,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,10,0.3139857228698904,31.554267298115583,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,11,0.21581505714933788,20.738431351304506,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,12,0.1902558169429685,8.484066256683697,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,13,0.18540219181469045,11.751532968559436,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,14,0.21103943556426186,16.98793696469502,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,15,0.09670782628023415,10.374518525921005,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,16,0.13208167282212116,18.145299018926682,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,17,0.09553768952498813,9.598245513733913,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,18,0.08626396951197765,7.4980380203763835,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,19,0.23677379073041305,19.52986855194011,1,5,2
20260218_195524,DpwFbmSimulator,4096,200,0.1,20,0.1162743707667798,11.754430014024427,1,5,2
